timestamp_ms,elapsed_ms,client_01_bytes,client_01_concurrency,client_01_retries,client_01_success_ratio,client_01_predicted_bandwidth,client_01_predicted_max_rtt,client_01_predicted_max_rtt_standard_error,total_bytes,total_retries,total_concurrency,average_concurrency
1770412111434,0,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412111684,250,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412111934,500,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412112184,750,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412112434,1000,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412112684,1250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412112934,1500,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412113184,1750,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412113434,2000,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412113684,2250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412113934,2500,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412114184,2750,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770412114434,3000,0,1,0,1.000000,21527.972690,3129.575464,0.000000,0,0,1,1.00
1770412114684,3250,0,1,0,1.000000,21527.972690,3129.575464,0.000000,0,0,1,1.00
1770412114934,3500,0,1,0,1.000000,21527.972690,3129.575464,0.000000,0,0,1,1.00
1770412115184,3750,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412115434,4000,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412115684,4250,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412115934,4500,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412116184,4750,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412116434,5000,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412116684,5250,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412116934,5500,0,1,0,1.000000,30683.923586,2193.622745,0.000000,0,0,1,1.00
1770412117184,5750,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412117434,6000,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412117684,6250,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412117934,6500,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412118184,6750,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412118434,7000,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412118684,7250,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412118934,7500,0,1,0,1.000000,32000.471242,2103.026353,0.000000,0,0,1,1.00
1770412119184,7750,0,1,0,1.000000,32888.899389,2045.940075,0.000000,0,0,1,1.00
1770412119434,8000,0,1,0,1.000000,32888.899389,2045.940075,0.000000,0,0,1,1.00
