timestamp_ms,elapsed_ms,client_01_bytes,client_01_concurrency,client_01_retries,client_01_success_ratio,client_01_predicted_bandwidth,client_01_predicted_max_rtt,client_01_predicted_max_rtt_standard_error,total_bytes,total_retries,total_concurrency,average_concurrency
1770242889905,0,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770242890155,250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770242890405,500,0,1,0,1.000000,1837275.799109,36.572128,0.000000,0,0,1,1.00
1770242890655,750,0,1,0,1.000000,2106557.222879,31.701280,0.000000,0,0,1,1.00
1770242890905,1000,0,1,0,1.000000,2635483.684666,24.954421,0.000000,0,0,1,1.00
1770242891155,1250,0,1,0,1.000000,3115080.404794,20.714193,0.000000,0,0,1,1.00
1770242891405,1500,0,1,0,1.000000,3507365.010714,18.013566,0.000000,0,0,1,1.00
1770242891655,1750,0,1,0,1.000000,3732850.831337,16.681984,0.000000,0,0,1,1.00
1770242891905,2000,0,1,0,1.000000,3732850.831337,16.681984,0.000000,0,0,1,1.00
1770242892155,2250,0,1,0,1.000000,4129224.561521,14.597564,0.000000,0,0,1,1.00
1770242892405,2500,0,1,0,1.000000,4396820.762649,13.319572,0.000000,0,0,1,1.00
1770242892655,2750,0,1,0,1.000000,4559926.796285,12.579019,0.000000,0,0,1,1.00
1770242892905,3000,0,1,0,1.000000,4702889.403897,11.937639,0.000000,0,0,1,1.00
1770242893155,3250,0,1,0,1.000000,4995120.181925,10.607456,0.000000,0,0,1,1.00
1770242893405,3500,0,1,0,1.000000,5087039.021567,10.163193,0.000000,0,0,1,1.00
1770242893655,3750,0,1,0,1.000000,5087039.021567,10.163193,0.000000,0,0,1,1.00
1770242893905,4000,0,1,0,1.000000,5193401.308381,9.599672,0.000000,0,0,1,1.00
1770242894155,4250,0,1,0,1.000000,5301485.939080,8.920197,0.000000,0,0,1,1.00
1770242894405,4500,0,1,0,1.000000,5347041.462607,8.517871,0.000000,0,0,1,1.00
1770242894655,4750,0,1,0,1.000000,5368649.825812,8.253892,0.000000,0,0,1,1.00
1770242894905,5000,0,1,0,1.000000,5379799.867799,8.017100,0.000000,0,0,1,1.00
1770242895155,5250,0,1,0,1.000000,5372056.562357,7.522542,0.000000,0,0,1,1.00
1770242895405,5500,0,1,0,1.000000,5372056.562357,7.522542,0.000000,0,0,1,1.00
1770242895655,5750,0,1,0,1.000000,5356953.937701,7.343448,0.000000,0,0,1,1.00
1770242895905,6000,0,1,0,1.000000,5335702.723112,7.180755,0.000000,0,0,1,1.00
1770242896155,6250,63524741,2,0,1.000000,5342761.030383,12.279722,0.000000,63524741,0,2,2.00
1770242896405,6500,63524741,2,0,1.000000,5838704.638571,12.514636,0.000000,63524741,0,2,2.00
1770242896655,6750,63524741,2,0,1.000000,6012439.418568,12.587566,0.000000,63524741,0,2,2.00
1770242896905,7000,63524741,3,0,1.000000,6161655.077108,18.582864,0.000000,63524741,0,3,3.00
1770242897155,7250,63524741,3,0,1.000000,6442230.496291,18.782740,0.000000,63524741,0,3,3.00
1770242897405,7500,63524741,4,0,1.000000,6567834.004216,24.937977,0.000000,63524741,0,4,4.00
1770242897655,7750,63524741,4,0,1.000000,6751001.254632,25.107210,0.000000,63524741,0,4,4.00
1770242897905,8000,63524741,5,0,1.000000,6954500.777397,31.458843,0.000000,63524741,0,5,5.00
1770242898155,8250,63524741,5,0,1.000000,7113627.783912,31.610940,0.000000,63524741,0,5,5.00
1770242898405,8500,63524741,6,0,1.000000,7684470.188396,38.345414,0.000000,63524741,0,6,6.00
1770242898655,8750,63524741,6,0,1.000000,8006011.341883,38.606932,0.000000,63524741,0,6,6.00
1770242898905,9000,63524741,6,0,1.000000,8478258.121025,38.633227,0.000000,63524741,0,6,6.00
1770242899155,9250,63524741,7,0,1.000000,8843373.447914,44.509272,0.000000,63524741,0,7,7.00
1770242899405,9500,63524741,8,0,1.000000,8631578.869208,46.042291,0.000000,63524741,0,8,8.00
1770242899655,9750,63524741,8,0,1.000000,8283677.725733,42.884521,0.000000,63524741,0,8,8.00
1770242899905,10000,63524741,8,0,1.000000,7468019.449921,37.499918,0.000000,63524741,0,8,8.00
1770242900155,10250,63524741,9,0,1.000000,6187527.321818,33.436174,0.000000,63524741,0,9,9.00
1770242900405,10500,63524741,10,0,1.000000,5461121.030921,26.473537,0.000000,63524741,0,10,10.00
1770242900655,10750,63524741,10,0,1.000000,4966555.683733,20.392440,0.000000,63524741,0,10,10.00
1770242900905,11000,63524741,10,0,1.000000,4769642.686339,16.393343,0.000000,63524741,0,10,10.00
1770242901155,11250,63524741,11,0,1.000000,4673314.758002,15.292309,0.000000,63524741,0,11,11.00
1770242901405,11500,63524741,11,0,1.000000,4748428.136052,12.184713,0.000000,63524741,0,11,11.00
1770242901655,11750,63524741,12,0,1.000000,4800309.710199,11.955399,0.000000,63524741,0,12,12.00
1770242901905,12000,63524741,12,0,1.000000,4943410.818719,11.235513,0.000000,63524741,0,12,12.00
1770242902155,12250,63524741,13,0,1.000000,5021167.519938,11.340781,0.000000,63524741,0,13,13.00
1770242902405,12500,63524741,13,0,1.000000,5267325.929018,11.227073,0.000000,63524741,0,13,13.00
1770242902655,12750,125137565,13,0,1.000000,5260164.562272,10.163192,0.000000,125137565,0,13,13.00
1770242902905,13000,191707962,14,0,1.000000,5949601.551957,10.700188,27.727116,191707962,0,14,14.00
1770242903155,13250,191707962,15,0,1.000000,6425081.816832,11.453214,0.000000,191707962,0,15,15.00
1770242903405,13500,254766066,15,0,1.000000,6383367.414638,10.807405,3.998334,254766066,0,15,15.00
1770242903655,13750,254766066,15,0,1.000000,7001307.049559,10.920945,6.259507,254766066,0,15,15.00
1770242903905,14000,317241799,16,0,1.000000,7009790.653182,10.789257,3.480186,317241799,0,16,16.00
1770242904155,14250,374001657,17,0,1.000000,6714872.482232,10.522472,2.832527,374001657,0,17,17.00
1770242904405,14500,374001657,17,0,1.000000,7451073.038471,10.664400,3.413960,374001657,0,17,17.00
1770242904655,14750,439086101,17,0,1.000000,7207322.251760,10.223222,2.236016,439086101,0,17,17.00
1770242904905,15000,498395782,18,0,1.000000,6990964.417782,9.995341,2.280022,498395782,0,18,18.00
1770242905155,15250,498395782,19,0,1.000000,7660180.730704,10.588732,3.012693,498395782,0,19,19.00
1770242905405,15500,498395782,19,0,1.000000,8085961.953382,10.632018,3.939487,498395782,0,19,19.00
1770242905655,15750,498395782,19,0,1.000000,8746593.631372,10.697056,6.501224,498395782,0,19,19.00
1770242905905,16000,498395782,20,0,1.000000,9768841.440109,11.180930,0.000000,498395782,0,20,20.00
1770242906155,16250,565093732,21,0,1.000000,7237172.330089,10.099062,4.157658,565093732,0,21,21.00
1770242906405,16500,565093732,21,0,1.000000,7577879.601084,10.102959,15.529968,565093732,0,21,21.00
1770242906655,16750,565093732,21,0,1.000000,8233360.855663,10.135771,0.000000,565093732,0,21,21.00
1770242906905,17000,751803423,22,0,1.000000,7394427.670052,9.080172,1.456042,751803423,0,22,22.00
1770242907155,17250,802244818,22,0,1.000000,8381497.122757,8.832251,1.428619,802244818,0,22,22.00
1770242907405,17500,802244818,23,0,1.000000,9049381.847762,9.236671,1.833869,802244818,0,23,23.00
1770242907655,17750,802244818,23,0,1.000000,9548615.648442,9.266024,2.329373,802244818,0,23,23.00
1770242907905,18000,853217319,24,0,1.000000,9900795.403995,9.098605,2.856575,853217319,0,24,24.00
