timestamp_ms,elapsed_ms,client_01_bytes,client_01_concurrency,client_01_retries,client_01_success_ratio,client_01_predicted_bandwidth,client_01_predicted_max_rtt,client_01_predicted_max_rtt_standard_error,total_bytes,total_retries,total_concurrency,average_concurrency
1770413378216,0,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413378466,250,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413378716,500,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413378966,750,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413379216,1000,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413379466,1250,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413379716,1500,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413379966,1750,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413380216,2000,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413380466,2250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413380716,2500,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413380966,2750,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413381216,3000,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413381466,3250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413381716,3500,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413381966,3750,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413382216,4000,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413382466,4250,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413382716,4500,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413382966,4750,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413383216,5000,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413383466,5250,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413383716,5500,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413383966,5750,0,1,0,1.000000,27663.249853,2440.033556,0.000000,0,0,1,1.00
1770413384216,6000,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413384466,6250,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413384716,6500,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413384966,6750,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413385216,7000,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413385466,7250,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413385716,7500,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413385966,7750,0,1,0,1.000000,48788.132000,1378.161099,0.000000,0,0,1,1.00
1770413386216,8000,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413386466,8250,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413386716,8500,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413386966,8750,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413387216,9000,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413387466,9250,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413387716,9500,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413387966,9750,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413388216,10000,0,1,0,1.000000,48030.094200,1400.141495,0.000000,0,0,1,1.00
1770413388466,10250,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413388716,10500,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413388966,10750,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413389216,11000,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413389466,11250,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413389716,11500,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413389966,11750,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413390216,12000,0,1,0,1.000000,47643.122983,1411.649316,0.000000,0,0,1,1.00
1770413390466,12250,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413390716,12500,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413390966,12750,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413391216,13000,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413391466,13250,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413391716,13500,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413391966,13750,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413392216,14000,0,1,0,1.000000,56977.872843,1177.038644,0.000000,0,0,1,1.00
1770413392466,14250,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413392716,14500,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413392966,14750,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413393216,15000,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413393466,15250,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413393716,15500,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413393966,15750,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413394216,16000,0,1,0,1.000000,58799.588040,1139.851442,0.000000,0,0,1,1.00
1770413394466,16250,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413394716,16500,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413394966,16750,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413395216,17000,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413395466,17250,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413395716,17500,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413395966,17750,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413396216,18000,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413396466,18250,0,1,0,1.000000,60142.021070,1113.825900,0.000000,0,0,1,1.00
1770413396716,18500,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413396966,18750,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413397216,19000,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413397466,19250,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413397716,19500,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413397966,19750,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413398216,20000,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413398466,20250,0,1,0,1.000000,61443.886008,1089.610840,0.000000,0,0,1,1.00
1770413398716,20500,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413398966,20750,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413399216,21000,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413399466,21250,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413399716,21500,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413399966,21750,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413400216,22000,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413400466,22250,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413400716,22500,0,1,0,1.000000,62719.365458,1066.799371,0.000000,0,0,1,1.00
1770413400966,22750,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413401216,23000,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413401466,23250,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413401716,23500,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413401966,23750,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413402216,24000,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413402466,24250,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413402716,24500,0,1,0,1.000000,70389.771447,946.446222,0.000000,0,0,1,1.00
1770413402966,24750,0,1,0,1.000000,72753.147936,914.362144,0.000000,0,0,1,1.00
1770413403216,25000,0,1,0,1.000000,72753.147936,914.362144,0.000000,0,0,1,1.00
1770413403466,25250,0,1,0,1.000000,72753.147936,914.362144,0.000000,0,0,1,1.00
1770413403716,25500,0,1,0,1.000000,72753.147936,914.362144,0.000000,0,0,1,1.00
1770413403966,25750,0,1,0,1.000000,72753.147936,914.362144,0.000000,0,0,1,1.00
1770413404216,26000,0,1,0,1.000000,72753.147936,914.362144,0.000000,0,0,1,1.00
1770413404466,26250,0,1,0,1.000000,72753.147936,914.362144,0.000000,0,0,1,1.00
1770413404716,26500,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413404966,26750,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413405216,27000,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413405466,27250,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413405716,27500,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413405966,27750,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413406216,28000,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413406466,28250,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413406716,28500,0,1,0,1.000000,74995.715290,885.680711,0.000000,0,0,1,1.00
1770413406966,28750,0,1,0,1.000000,82799.525695,797.370537,0.000000,0,0,1,1.00
1770413407216,29000,0,1,0,1.000000,82799.525695,797.370537,0.000000,0,0,1,1.00
1770413407466,29250,0,1,0,1.000000,82799.525695,797.370537,0.000000,0,0,1,1.00
1770413407716,29500,0,1,0,1.000000,82799.525695,797.370537,0.000000,0,0,1,1.00
1770413407966,29750,0,1,0,1.000000,82799.525695,797.370537,0.000000,0,0,1,1.00
1770413408216,30000,0,1,0,1.000000,82799.525695,797.370537,0.000000,0,0,1,1.00
1770413408466,30250,0,1,0,1.000000,82799.525695,797.370537,0.000000,0,0,1,1.00
1770413408716,30500,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413408966,30750,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413409216,31000,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413409466,31250,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413409716,31500,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413409966,31750,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413410216,32000,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413410466,32250,0,1,0,1.000000,85438.549888,771.037102,0.000000,0,0,1,1.00
1770413410716,32500,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413410966,32750,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413411216,33000,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413411466,33250,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413411716,33500,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413411966,33750,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413412216,34000,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413412466,34250,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413412716,34500,0,1,0,1.000000,87865.997319,748.103910,0.000000,0,0,1,1.00
1770413412966,34750,0,1,0,1.000000,90191.346049,727.191117,0.000000,0,0,1,1.00
