timestamp_ms,elapsed_ms,client_01_bytes,client_01_concurrency,client_01_retries,client_01_success_ratio,client_01_predicted_bandwidth,client_01_predicted_max_rtt,client_01_predicted_max_rtt_standard_error,total_bytes,total_retries,total_concurrency,average_concurrency
1770413921097,0,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413921347,250,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413921597,500,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413921847,750,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413922097,1000,0,1,0,0.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413922347,1250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413922597,1500,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413922847,1750,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413923097,2000,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413923347,2250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413923597,2500,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413923847,2750,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413924097,3000,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413924347,3250,0,1,0,1.000000,0.000000,0.000000,0.000000,0,0,1,1.00
1770413924597,3500,0,1,0,1.000000,20178.045077,3340.770668,0.000000,0,0,1,1.00
1770413924847,3750,0,1,0,1.000000,20178.045077,3340.770668,0.000000,0,0,1,1.00
1770413925097,4000,0,1,0,1.000000,20178.045077,3340.770668,0.000000,0,0,1,1.00
1770413925347,4250,0,1,0,1.000000,20178.045077,3340.770668,0.000000,0,0,1,1.00
1770413925597,4500,0,1,0,1.000000,20178.045077,3340.770668,0.000000,0,0,1,1.00
1770413925847,4750,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413926097,5000,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413926347,5250,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413926597,5500,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413926847,5750,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413927097,6000,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413927347,6250,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413927597,6500,0,1,0,1.000000,29299.518765,2298.114128,0.000000,0,0,1,1.00
1770413927847,6750,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413928097,7000,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413928347,7250,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413928597,7500,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413928847,7750,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413929097,8000,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413929347,8250,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413929597,8500,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413929847,8750,0,1,0,1.000000,30389.626995,2215.317404,0.000000,0,0,1,1.00
1770413930097,9000,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413930347,9250,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413930597,9500,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413930847,9750,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413931097,10000,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413931347,10250,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413931597,10500,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413931847,10750,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413932097,11000,0,1,0,1.000000,31223.029084,2155.859948,0.000000,0,0,1,1.00
1770413932347,11250,0,1,0,1.000000,32406.715462,2076.572524,0.000000,0,0,1,1.00
1770413932597,11500,0,1,0,1.000000,32406.715462,2076.572524,0.000000,0,0,1,1.00
1770413932847,11750,0,1,0,1.000000,32406.715462,2076.572524,0.000000,0,0,1,1.00
1770413933097,12000,0,1,0,1.000000,32406.715462,2076.572524,0.000000,0,0,1,1.00
1770413933347,12250,0,1,0,1.000000,32406.715462,2076.572524,0.000000,0,0,1,1.00
1770413933597,12500,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413933847,12750,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413934097,13000,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413934347,13250,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413934597,13500,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413934847,13750,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413935097,14000,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413935347,14250,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413935597,14500,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413935847,14750,0,1,0,1.000000,35515.174887,1893.257605,0.000000,0,0,1,1.00
1770413936097,15000,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413936347,15250,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413936597,15500,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413936847,15750,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413937097,16000,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413937347,16250,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413937597,16500,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413937847,16750,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413938097,17000,0,1,0,1.000000,37830.304800,1776.107616,0.000000,0,0,1,1.00
1770413938347,17250,0,1,0,1.000000,39818.559864,1686.203468,0.000000,0,0,1,1.00
1770413938597,17500,0,1,0,1.000000,39818.559864,1686.203468,0.000000,0,0,1,1.00
1770413938847,17750,0,1,0,1.000000,39818.559864,1686.203468,0.000000,0,0,1,1.00
